epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
176,1871.87,0.90556,0.54202,1.01993,0.92203,0.88064,0.90723,0.55748,1.43524,0.62162,1.37397,0.00113375,0.00113375,0.00113375
177,1882.57,0.9194,0.50961,1.02735,0.88323,0.89362,0.91468,0.54626,1.42724,0.59586,1.3667,0.0011288,0.0011288,0.0011288
178,1893.63,0.89046,0.53056,1.01309,0.88585,0.92553,0.91607,0.54476,1.45943,0.60287,1.41412,0.00112385,0.00112385,0.00112385
179,1902.58,0.9248,0.54939,1.02317,0.88346,0.90426,0.90039,0.53448,1.47966,0.59126,1.38661,0.0011189,0.0011189,0.0011189
180,1914.28,0.95802,0.53118,1.06437,0.91007,0.89362,0.90903,0.53689,1.48201,0.60939,1.37091,0.00111395,0.00111395,0.00111395
181,1923.36,0.86075,0.51345,0.9915,0.92357,0.89988,0.94763,0.5444,1.48396,0.62544,1.37042,0.001109,0.001109,0.001109
182,1934.82,0.93599,0.53122,1.02196,0.8819,0.87383,0.8991,0.54482,1.45952,0.62584,1.37113,0.00110405,0.00110405,0.00110405
183,1945.16,0.92146,0.51541,1.03019,0.86282,0.87234,0.89062,0.53679,1.47598,0.61988,1.37475,0.0010991,0.0010991,0.0010991
184,1955.47,0.8807,0.51802,0.99392,0.84372,0.90426,0.89975,0.54259,1.49629,0.62812,1.38696,0.00109415,0.00109415,0.00109415
185,1966.67,0.90787,0.53497,1.01582,0.88789,0.88298,0.91171,0.55778,1.41888,0.57832,1.35669,0.0010892,0.0010892,0.0010892
186,1975.27,0.93509,0.53724,1.02296,0.8893,0.88298,0.8905,0.54484,1.41655,0.59012,1.33256,0.00108425,0.00108425,0.00108425
187,1986.71,0.93109,0.51489,1.04957,0.87603,0.90209,0.90039,0.54594,1.43182,0.5907,1.37517,0.0010793,0.0010793,0.0010793
188,1997.11,0.89042,0.51209,1.01775,0.91373,0.90148,0.91975,0.53506,1.42877,0.56396,1.3572,0.00107435,0.00107435,0.00107435
189,2007.33,0.93908,0.50965,1.03646,0.89526,0.89362,0.90937,0.53216,1.44373,0.59655,1.34099,0.0010694,0.0010694,0.0010694
190,2018.82,0.89828,0.51274,1.01745,0.90266,0.90426,0.91589,0.54947,1.44925,0.6017,1.327,0.00106445,0.00106445,0.00106445
191,2027.5,0.89632,0.50452,0.99766,0.89408,0.89798,0.90452,0.52825,1.49749,0.58497,1.34445,0.0010595,0.0010595,0.0010595
192,2038.55,0.91235,0.53396,1.01356,0.92787,0.88298,0.91596,0.5474,1.54176,0.61443,1.39321,0.00105455,0.00105455,0.00105455
193,2048.61,0.92749,0.52889,1.02897,0.92338,0.91489,0.91317,0.54047,1.49091,0.61396,1.40866,0.0010496,0.0010496,0.0010496
194,2058.84,0.87936,0.50352,0.99557,0.91293,0.90426,0.89595,0.52831,1.47372,0.59413,1.40942,0.00104465,0.00104465,0.00104465
195,2070.51,0.85624,0.49044,1.00876,0.90522,0.91443,0.92413,0.53917,1.47957,0.57871,1.39909,0.0010397,0.0010397,0.0010397
196,2079.21,0.88764,0.52216,0.99496,0.92542,0.9241,0.92847,0.53956,1.48546,0.60739,1.39655,0.00103475,0.00103475,0.00103475
197,2090.88,0.90612,0.49859,1.01418,0.88997,0.92553,0.92806,0.54981,1.5103,0.60389,1.37878,0.0010298,0.0010298,0.0010298
198,2100.84,0.85953,0.50201,1.01164,0.89596,0.92553,0.92595,0.55802,1.49366,0.58879,1.39253,0.00102485,0.00102485,0.00102485
199,2111.28,0.86713,0.51165,0.9895,0.92824,0.91489,0.92417,0.53785,1.52779,0.5957,1.40338,0.0010199,0.0010199,0.0010199
200,2123.07,0.85612,0.51201,0.98487,0.92483,0.92553,0.92758,0.55435,1.50375,0.57878,1.41974,0.00101495,0.00101495,0.00101495
201,2131.79,0.89094,0.51041,0.99571,0.914,0.93617,0.9418,0.56385,1.49383,0.57578,1.3629,0.00101,0.00101,0.00101
202,2143.33,0.86578,0.52564,0.9915,0.90987,0.91489,0.91163,0.54392,1.47294,0.59081,1.37606,0.00100505,0.00100505,0.00100505
203,2153.11,0.86208,0.48305,1.00492,0.91919,0.91489,0.93016,0.54644,1.48861,0.59087,1.37733,0.0010001,0.0010001,0.0010001
204,2163.62,0.90599,0.5141,1.01957,0.91906,0.88298,0.91039,0.55751,1.48862,0.58786,1.40468,0.00099515,0.00099515,0.00099515
205,2174.76,0.89276,0.51498,1.01414,0.90191,0.90426,0.92565,0.54478,1.42666,0.59564,1.38107,0.0009902,0.0009902,0.0009902
206,2183.77,0.83,0.49009,0.972,0.91526,0.91922,0.92658,0.55062,1.4237,0.58526,1.35926,0.00098525,0.00098525,0.00098525
207,2195.35,0.84549,0.47631,0.9892,0.92095,0.89362,0.91738,0.55502,1.43552,0.56905,1.35767,0.0009803,0.0009803,0.0009803
208,2204.56,0.86165,0.51009,1.01378,0.91105,0.88298,0.88722,0.55007,1.43891,0.57065,1.37996,0.00097535,0.00097535,0.00097535
209,2215.81,0.88392,0.49724,1.00254,0.92137,0.89362,0.90984,0.56388,1.46603,0.57923,1.39215,0.0009704,0.0009704,0.0009704
210,2227.04,0.8527,0.51564,0.9832,0.89653,0.90426,0.903,0.53239,1.45204,0.56433,1.37697,0.00096545,0.00096545,0.00096545
211,2236.23,0.87513,0.4776,0.99622,0.94874,0.89362,0.92385,0.53769,1.45233,0.57135,1.38678,0.0009605,0.0009605,0.0009605
212,2247.48,0.87127,0.48339,1.00164,0.89172,0.8761,0.88512,0.53501,1.45621,0.57316,1.40022,0.00095555,0.00095555,0.00095555
213,2256.7,0.82677,0.47751,0.98792,0.89311,0.88894,0.90108,0.5436,1.47985,0.57713,1.39078,0.0009506,0.0009506,0.0009506
214,2267.38,0.87091,0.48201,0.99775,0.90191,0.88039,0.90665,0.5537,1.47235,0.60116,1.38816,0.00094565,0.00094565,0.00094565
215,2278.57,0.86905,0.49102,1.03136,0.89093,0.86901,0.88114,0.51685,1.51149,0.57914,1.39156,0.0009407,0.0009407,0.0009407
216,2287.93,0.85883,0.49855,0.98057,0.90986,0.85907,0.90269,0.54294,1.47065,0.58601,1.37003,0.00093575,0.00093575,0.00093575
217,2299.73,0.84422,0.48305,0.99317,0.90479,0.85106,0.89303,0.54025,1.47193,0.58499,1.41161,0.0009308,0.0009308,0.0009308
218,2309.73,0.86135,0.50812,1.00833,0.91766,0.8617,0.89929,0.53975,1.47937,0.59218,1.41481,0.00092585,0.00092585,0.00092585
219,2320.68,0.84362,0.48947,0.99369,0.92619,0.87234,0.91071,0.55098,1.48217,0.56984,1.39675,0.0009209,0.0009209,0.0009209
220,2333.84,0.84967,0.46305,0.98381,0.89765,0.91489,0.91455,0.54418,1.48597,0.57608,1.38013,0.00091595,0.00091595,0.00091595
221,2342.39,0.85946,0.48475,0.98927,0.8944,0.90104,0.90603,0.54413,1.47892,0.58665,1.36556,0.000911,0.000911,0.000911
222,2354.27,0.82685,0.47082,0.97356,0.91947,0.88298,0.89655,0.54968,1.44271,0.57855,1.37272,0.00090605,0.00090605,0.00090605
223,2363.65,0.88123,0.48879,1.00565,0.9549,0.90098,0.91799,0.55056,1.43182,0.56287,1.34675,0.0009011,0.0009011,0.0009011
224,2374.13,0.82332,0.50187,0.97676,0.93156,0.8689,0.90315,0.54209,1.4709,0.57114,1.3742,0.00089615,0.00089615,0.00089615
225,2385.8,0.83243,0.49075,0.99616,0.89335,0.92553,0.92188,0.54306,1.44902,0.56263,1.36449,0.0008912,0.0008912,0.0008912
226,2394.67,0.87198,0.48397,0.99117,0.92865,0.90426,0.90924,0.53407,1.4952,0.58196,1.41369,0.00088625,0.00088625,0.00088625
227,2411.86,0.83935,0.48376,0.98754,0.92169,0.89362,0.90894,0.5608,1.44836,0.56587,1.35121,0.0008813,0.0008813,0.0008813
228,2426.43,0.85792,0.49333,0.99761,0.91884,0.84315,0.89597,0.54066,1.44731,0.56534,1.35622,0.00087635,0.00087635,0.00087635
229,2438.01,0.83444,0.48058,0.9804,0.96361,0.89362,0.92895,0.55751,1.43275,0.57056,1.35877,0.0008714,0.0008714,0.0008714
230,2447.04,0.83576,0.4623,0.98552,0.93389,0.90167,0.931,0.55749,1.45602,0.58617,1.35408,0.00086645,0.00086645,0.00086645
231,2459.05,0.87719,0.49459,0.99311,0.9328,0.90426,0.92695,0.57738,1.44771,0.57828,1.37666,0.0008615,0.0008615,0.0008615
232,2469.14,0.81893,0.46438,1.00342,0.90419,0.90353,0.91033,0.54339,1.47753,0.58508,1.38136,0.00085655,0.00085655,0.00085655
233,2478.92,0.87632,0.49155,0.99652,0.885,0.90057,0.89504,0.53714,1.50636,0.61337,1.42139,0.0008516,0.0008516,0.0008516
234,2490.89,0.84512,0.48627,1.01352,0.89479,0.90426,0.8985,0.55703,1.48502,0.58325,1.41905,0.00084665,0.00084665,0.00084665
235,2499.53,0.83443,0.46546,1.00448,0.90777,0.88298,0.89676,0.54255,1.48898,0.56562,1.42901,0.0008417,0.0008417,0.0008417
236,2512.14,0.83757,0.47846,0.98982,0.8865,0.88298,0.89501,0.54547,1.4843,0.55955,1.3889,0.00083675,0.00083675,0.00083675
237,2522.56,0.82328,0.4752,0.9849,0.92739,0.88298,0.91606,0.54409,1.47235,0.58279,1.37711,0.0008318,0.0008318,0.0008318
238,2532.69,0.84456,0.46308,1.0068,0.94188,0.88298,0.92387,0.55568,1.46639,0.58392,1.38444,0.00082685,0.00082685,0.00082685
239,2544.96,0.81291,0.46492,0.97302,0.92146,0.91489,0.91628,0.54143,1.46858,0.56345,1.40716,0.0008219,0.0008219,0.0008219
240,2554.21,0.83013,0.47161,0.98115,0.90582,0.92089,0.89927,0.52655,1.47917,0.57533,1.40359,0.00081695,0.00081695,0.00081695
241,2565.55,0.83046,0.47634,0.98847,0.89423,0.89944,0.898,0.5473,1.47638,0.56869,1.42124,0.000812,0.000812,0.000812
242,2577,0.80695,0.46782,0.9709,0.91184,0.87234,0.88763,0.54851,1.47535,0.57008,1.39839,0.00080705,0.00080705,0.00080705
243,2585.73,0.78462,0.46942,0.96703,0.92368,0.90132,0.91497,0.56263,1.45264,0.5704,1.40602,0.0008021,0.0008021,0.0008021
244,2597.88,0.83604,0.45529,0.99157,0.95306,0.90426,0.91494,0.55574,1.43372,0.57236,1.37667,0.00079715,0.00079715,0.00079715
245,2607.1,0.82542,0.45902,0.973,0.943,0.87996,0.89383,0.53863,1.44381,0.55561,1.37653,0.0007922,0.0007922,0.0007922
246,2617.88,0.80644,0.4635,0.98832,0.92924,0.89362,0.89878,0.54471,1.45287,0.54435,1.38497,0.00078725,0.00078725,0.00078725
247,2629.05,0.79536,0.4702,0.96968,0.92892,0.88298,0.88642,0.55156,1.42951,0.55806,1.36425,0.0007823,0.0007823,0.0007823
248,2638.09,0.80431,0.44943,0.96951,0.93246,0.89362,0.91846,0.553,1.46573,0.56398,1.37313,0.00077735,0.00077735,0.00077735
249,2649.45,0.82456,0.4645,0.96152,0.90397,0.87234,0.89815,0.54367,1.50272,0.57359,1.41489,0.0007724,0.0007724,0.0007724
250,2659.83,0.79696,0.44306,0.9705,0.88157,0.89362,0.90573,0.55708,1.45931,0.57791,1.40189,0.00076745,0.00076745,0.00076745
251,2670.19,0.77062,0.46143,0.9529,0.89983,0.89362,0.90466,0.55784,1.45805,0.57497,1.42517,0.0007625,0.0007625,0.0007625
252,2681.73,0.81563,0.46343,0.99902,0.89393,0.90426,0.90658,0.54761,1.47344,0.56785,1.41058,0.00075755,0.00075755,0.00075755
253,2690.58,0.77074,0.45506,0.97437,0.92085,0.86645,0.91173,0.55508,1.45638,0.58202,1.4003,0.0007526,0.0007526,0.0007526
254,2702.29,0.83065,0.46901,0.99937,0.90387,0.90032,0.91752,0.5424,1.48682,0.58321,1.36405,0.00074765,0.00074765,0.00074765
255,2711.81,0.79676,0.44803,0.9749,0.89165,0.87547,0.88186,0.54397,1.44492,0.56525,1.39151,0.0007427,0.0007427,0.0007427
256,2722.68,0.83727,0.44633,0.97425,0.87057,0.88298,0.88431,0.54624,1.46866,0.56854,1.3832,0.00073775,0.00073775,0.00073775
257,2734.13,0.83788,0.4742,0.99756,0.94147,0.85565,0.90864,0.56072,1.4463,0.54522,1.38439,0.0007328,0.0007328,0.0007328
258,2742.94,0.82471,0.46193,0.96936,0.90282,0.91489,0.90889,0.55127,1.44378,0.54931,1.38237,0.00072785,0.00072785,0.00072785
259,2754.54,0.81045,0.44709,0.98536,0.92798,0.87234,0.89977,0.55386,1.45875,0.56081,1.4043,0.0007229,0.0007229,0.0007229
260,2764.41,0.8004,0.43122,0.97732,0.9111,0.89362,0.9085,0.54686,1.44987,0.56204,1.39646,0.00071795,0.00071795,0.00071795
261,2775.5,0.84981,0.45755,0.99647,0.8994,0.85603,0.88243,0.5464,1.43096,0.54919,1.39619,0.000713,0.000713,0.000713
262,2786.91,0.76247,0.44758,0.96927,0.91195,0.88147,0.89748,0.55007,1.44173,0.55622,1.38297,0.00070805,0.00070805,0.00070805
263,2795.94,0.77701,0.45144,0.97721,0.91598,0.87234,0.91257,0.55899,1.44097,0.5748,1.36618,0.0007031,0.0007031,0.0007031
264,2807.35,0.76183,0.44838,0.96183,0.92029,0.90426,0.9227,0.57767,1.41292,0.57693,1.37428,0.00069815,0.00069815,0.00069815
265,2816.62,0.79044,0.46575,0.97945,0.9285,0.8617,0.90553,0.58125,1.43572,0.57174,1.39484,0.0006932,0.0006932,0.0006932
266,2827.69,0.80041,0.44285,0.97573,0.89725,0.8617,0.89582,0.55616,1.47105,0.56747,1.41228,0.00068825,0.00068825,0.00068825
267,2838.98,0.76505,0.46029,0.95572,0.89227,0.89362,0.91022,0.54832,1.48329,0.59029,1.41553,0.0006833,0.0006833,0.0006833
268,2848.13,0.76212,0.44302,0.95018,0.90985,0.85106,0.89577,0.55383,1.4675,0.57638,1.40626,0.00067835,0.00067835,0.00067835
269,2859.48,0.78976,0.44471,0.97802,0.92103,0.86859,0.90143,0.56174,1.45433,0.56938,1.40547,0.0006734,0.0006734,0.0006734
270,2868.75,0.7784,0.44192,0.98066,0.9005,0.86658,0.902,0.55122,1.46955,0.55414,1.40413,0.00066845,0.00066845,0.00066845
271,2879.98,0.78707,0.45215,0.96095,0.92303,0.87234,0.90627,0.54805,1.4646,0.55649,1.39089,0.0006635,0.0006635,0.0006635
272,2891.49,0.80034,0.45256,0.99005,0.91068,0.88298,0.90466,0.54826,1.44904,0.54571,1.355,0.00065855,0.00065855,0.00065855
273,2900.8,0.76757,0.45827,0.96807,0.9196,0.89362,0.90117,0.54986,1.4435,0.55634,1.36114,0.0006536,0.0006536,0.0006536
274,2911.92,0.75894,0.43744,0.95026,0.93093,0.86037,0.90268,0.54371,1.45421,0.56285,1.38502,0.00064865,0.00064865,0.00064865
275,2921.3,0.80746,0.48997,0.99841,0.93819,0.88298,0.92624,0.56027,1.45211,0.559,1.37472,0.0006437,0.0006437,0.0006437
276,2931.91,0.78706,0.44125,0.98167,0.88027,0.8617,0.89128,0.5436,1.47269,0.56829,1.40589,0.00063875,0.00063875,0.00063875
277,2943.45,0.78215,0.44413,0.9723,0.92178,0.87764,0.9244,0.55792,1.46597,0.55863,1.3943,0.0006338,0.0006338,0.0006338
278,2952.49,0.78368,0.42537,0.96381,0.90096,0.88298,0.91086,0.55378,1.45275,0.55889,1.38471,0.00062885,0.00062885,0.00062885
279,2964.61,0.76058,0.42128,0.9646,0.92681,0.8617,0.91403,0.55062,1.47163,0.56698,1.38017,0.0006239,0.0006239,0.0006239
280,2974.17,0.78148,0.45199,0.97592,0.92282,0.89038,0.92725,0.57007,1.45679,0.53852,1.37909,0.00061895,0.00061895,0.00061895
281,2985.23,0.81004,0.44263,0.97423,0.88961,0.89362,0.91291,0.5676,1.45338,0.55069,1.37818,0.000614,0.000614,0.000614
282,2996.87,0.7873,0.43157,0.96364,0.89129,0.90426,0.90161,0.54612,1.47462,0.57095,1.39246,0.00060905,0.00060905,0.00060905
283,3005.4,0.78012,0.43515,0.98484,0.88509,0.91489,0.9096,0.54893,1.4684,0.5663,1.41675,0.0006041,0.0006041,0.0006041
284,3017.39,0.78332,0.44364,0.95612,0.90431,0.92553,0.92484,0.55486,1.48554,0.56481,1.39761,0.00059915,0.00059915,0.00059915
285,3026.71,0.76209,0.44035,0.96909,0.88486,0.91489,0.9152,0.56489,1.46745,0.5804,1.40093,0.0005942,0.0005942,0.0005942
286,3037.91,0.78589,0.44207,0.96109,0.90499,0.91201,0.92609,0.57437,1.4455,0.55997,1.38173,0.00058925,0.00058925,0.00058925
287,3049.21,0.7413,0.42348,0.94913,0.91366,0.90068,0.90781,0.55268,1.46457,0.56299,1.39158,0.0005843,0.0005843,0.0005843
288,3058.68,0.75797,0.43394,0.9523,0.92032,0.91489,0.92601,0.56583,1.44973,0.55165,1.39792,0.00057935,0.00057935,0.00057935
289,3070.35,0.78179,0.45006,0.97373,0.93318,0.89143,0.90663,0.55404,1.46462,0.54213,1.39589,0.0005744,0.0005744,0.0005744
290,3079.88,0.75699,0.43248,0.95544,0.92566,0.89362,0.90932,0.54617,1.44344,0.55606,1.39592,0.00056945,0.00056945,0.00056945
291,3090.78,0.75123,0.43407,0.96023,0.95215,0.90426,0.92185,0.56212,1.42585,0.54856,1.39464,0.0005645,0.0005645,0.0005645
292,3102.41,0.7506,0.44226,0.96906,0.94491,0.91234,0.93473,0.56869,1.43871,0.54684,1.41364,0.00055955,0.00055955,0.00055955
293,3111.53,0.76305,0.43213,0.95716,0.95032,0.90426,0.9242,0.55882,1.45628,0.55811,1.41006,0.0005546,0.0005546,0.0005546
294,3123.39,0.76809,0.44382,0.97865,0.93227,0.90426,0.92429,0.56496,1.43975,0.56497,1.42829,0.00054965,0.00054965,0.00054965
295,3132.99,0.78667,0.42753,0.98772,0.95361,0.90426,0.92264,0.55352,1.45778,0.55147,1.43672,0.0005447,0.0005447,0.0005447
296,3143.85,0.79257,0.44221,0.98765,0.93905,0.87234,0.91162,0.54521,1.4452,0.55993,1.41534,0.00053975,0.00053975,0.00053975
297,3155.29,0.76444,0.42377,0.95387,0.94756,0.88298,0.91768,0.55349,1.44046,0.54825,1.39689,0.0005348,0.0005348,0.0005348
298,3164.49,0.77333,0.4394,0.97361,0.92392,0.89362,0.91901,0.56515,1.45403,0.53902,1.38141,0.00052985,0.00052985,0.00052985
299,3175.72,0.74542,0.4286,0.96653,0.91978,0.89362,0.91243,0.56128,1.46843,0.5757,1.38366,0.0005249,0.0005249,0.0005249
300,3185.01,0.76757,0.4173,0.96789,0.89651,0.89362,0.91058,0.55632,1.46217,0.58081,1.3818,0.00051995,0.00051995,0.00051995
301,3195.59,0.73342,0.41307,0.964,0.89241,0.89362,0.90614,0.55054,1.4664,0.59325,1.40011,0.000515,0.000515,0.000515
302,3207.37,0.76362,0.42628,0.96371,0.92287,0.91489,0.93545,0.5511,1.51696,0.57834,1.42315,0.00051005,0.00051005,0.00051005
303,3216.13,0.77695,0.44877,0.979,0.94266,0.89362,0.93617,0.54858,1.51233,0.55608,1.42574,0.0005051,0.0005051,0.0005051
304,3227.68,0.75677,0.42545,0.95872,0.93241,0.88298,0.91178,0.54336,1.50246,0.55607,1.43516,0.00050015,0.00050015,0.00050015
305,3237.28,0.75705,0.43942,0.97669,0.93934,0.88298,0.91881,0.54505,1.48593,0.55359,1.42122,0.0004952,0.0004952,0.0004952
306,3247.96,0.73107,0.41544,0.94213,0.94109,0.88298,0.91582,0.54502,1.46982,0.55569,1.41646,0.00049025,0.00049025,0.00049025
307,3259.64,0.72335,0.41255,0.9487,0.93637,0.88298,0.91385,0.54376,1.47187,0.5662,1.41101,0.0004853,0.0004853,0.0004853
308,3268.8,0.72086,0.42112,0.933,0.91767,0.89362,0.91045,0.54013,1.48845,0.55989,1.43457,0.00048035,0.00048035,0.00048035
309,3280.5,0.72901,0.43034,0.96465,0.90512,0.9134,0.92106,0.54469,1.49095,0.563,1.43147,0.0004754,0.0004754,0.0004754
310,3289.95,0.75343,0.43307,0.94645,0.90305,0.89183,0.90811,0.5465,1.47544,0.56898,1.4218,0.00047045,0.00047045,0.00047045
311,3300.34,0.72081,0.40358,0.94786,0.9318,0.87211,0.90575,0.5497,1.45355,0.55356,1.40444,0.0004655,0.0004655,0.0004655
312,3311.75,0.75945,0.42864,0.9539,0.92992,0.88298,0.90567,0.55669,1.43418,0.55999,1.38429,0.00046055,0.00046055,0.00046055
313,3320.58,0.72234,0.40999,0.96318,0.94063,0.89362,0.9172,0.56308,1.44969,0.54871,1.3778,0.0004556,0.0004556,0.0004556
314,3332.63,0.69919,0.41213,0.95932,0.93717,0.89362,0.90724,0.54253,1.47349,0.5522,1.40229,0.00045065,0.00045065,0.00045065
315,3342.27,0.74109,0.41336,0.95807,0.92942,0.89362,0.90294,0.54406,1.49695,0.55506,1.41076,0.0004457,0.0004457,0.0004457
316,3353.36,0.72488,0.40059,0.94752,0.92333,0.89689,0.90529,0.55106,1.47957,0.5487,1.40086,0.00044075,0.00044075,0.00044075
317,3365.07,0.70385,0.40645,0.93665,0.93022,0.90426,0.90435,0.54724,1.48727,0.54821,1.42174,0.0004358,0.0004358,0.0004358
318,3374.02,0.73643,0.43906,0.95299,0.92084,0.90426,0.90508,0.55056,1.49747,0.54925,1.40257,0.00043085,0.00043085,0.00043085
319,3386.11,0.74745,0.41297,0.97374,0.9326,0.90426,0.91003,0.55449,1.48364,0.54614,1.39187,0.0004259,0.0004259,0.0004259
320,3395.14,0.72803,0.43177,0.94551,0.92388,0.90381,0.91605,0.56235,1.49823,0.55251,1.40499,0.00042095,0.00042095,0.00042095
321,3406.37,0.73822,0.40381,0.94496,0.93331,0.89332,0.91822,0.5683,1.49688,0.5499,1.408,0.000416,0.000416,0.000416
322,3417.07,0.73059,0.41298,0.96144,0.93317,0.89128,0.91199,0.55398,1.50979,0.5563,1.42932,0.00041105,0.00041105,0.00041105
323,3426.54,0.73471,0.41176,0.97307,0.94206,0.86482,0.90284,0.54463,1.51301,0.5532,1.43513,0.0004061,0.0004061,0.0004061
324,3438.08,0.72334,0.41712,0.95598,0.94242,0.87066,0.90563,0.5523,1.50715,0.55748,1.43905,0.00040115,0.00040115,0.00040115
325,3446.49,0.73903,0.42117,0.94941,0.94769,0.89362,0.91381,0.55551,1.48502,0.55978,1.43948,0.0003962,0.0003962,0.0003962
326,3457.61,0.73624,0.43632,0.97128,0.93788,0.89362,0.91758,0.53929,1.50116,0.56097,1.42597,0.00039125,0.00039125,0.00039125
327,3466.97,0.69473,0.41481,0.9423,0.93075,0.88298,0.90975,0.54503,1.49601,0.55974,1.43283,0.0003863,0.0003863,0.0003863
328,3477.66,0.71703,0.39549,0.95088,0.91356,0.89948,0.91026,0.55451,1.49064,0.56101,1.43396,0.00038135,0.00038135,0.00038135
329,3488.55,0.73868,0.41717,0.94193,0.93254,0.88232,0.91264,0.55566,1.49527,0.56348,1.43131,0.0003764,0.0003764,0.0003764
330,3497.75,0.72767,0.40942,0.94176,0.92024,0.87234,0.89699,0.54594,1.48222,0.5458,1.43742,0.00037145,0.00037145,0.00037145
331,3509.22,0.73025,0.40651,0.98214,0.93357,0.89709,0.90924,0.53977,1.48454,0.56191,1.43005,0.0003665,0.0003665,0.0003665
332,3518.24,0.70249,0.41632,0.94788,0.92345,0.89832,0.91082,0.54491,1.47133,0.57305,1.43127,0.00036155,0.00036155,0.00036155
333,3529.54,0.72772,0.39893,0.94745,0.93839,0.88298,0.90838,0.55471,1.45893,0.56284,1.4046,0.0003566,0.0003566,0.0003566
334,3540.59,0.68733,0.41949,0.92938,0.93312,0.89056,0.91458,0.55808,1.46292,0.5589,1.39572,0.00035165,0.00035165,0.00035165
335,3549.94,0.72647,0.40743,0.93831,0.93312,0.8906,0.91478,0.56301,1.47356,0.54612,1.40392,0.0003467,0.0003467,0.0003467
336,3561.68,0.70098,0.40235,0.94413,0.927,0.89362,0.91636,0.55602,1.47758,0.5487,1.42131,0.00034175,0.00034175,0.00034175
337,3570.36,0.73608,0.39023,0.9398,0.92353,0.89362,0.90442,0.55765,1.4783,0.55632,1.43904,0.0003368,0.0003368,0.0003368
338,3581.17,0.70062,0.39669,0.93181,0.93383,0.90086,0.91041,0.54126,1.50149,0.53805,1.44055,0.00033185,0.00033185,0.00033185
339,3591.02,0.67451,0.37937,0.94581,0.94379,0.89319,0.90732,0.54581,1.50337,0.53715,1.43877,0.0003269,0.0003269,0.0003269
340,3601.1,0.67808,0.40458,0.94176,0.93431,0.90795,0.91503,0.56739,1.48205,0.5285,1.42798,0.00032195,0.00032195,0.00032195
341,3612.32,0.70711,0.39531,0.93832,0.9329,0.88745,0.90511,0.56485,1.47329,0.52875,1.43515,0.000317,0.000317,0.000317
342,3621.04,0.70933,0.40478,0.93401,0.93068,0.90426,0.91098,0.56762,1.45729,0.53105,1.41887,0.00031205,0.00031205,0.00031205
343,3632.88,0.69517,0.39162,0.93134,0.93008,0.92553,0.9221,0.56952,1.47346,0.52902,1.42425,0.0003071,0.0003071,0.0003071
344,3642.07,0.67919,0.38144,0.93739,0.94294,0.87907,0.9041,0.5584,1.48344,0.54239,1.43504,0.00030215,0.00030215,0.00030215
345,3652.83,0.64981,0.37225,0.92812,0.94355,0.88908,0.91232,0.55814,1.47699,0.55115,1.42755,0.0002972,0.0002972,0.0002972
346,3663.85,0.68614,0.39995,0.93209,0.92379,0.88298,0.90328,0.55875,1.48456,0.54313,1.43243,0.00029225,0.00029225,0.00029225
347,3672.56,0.68257,0.38586,0.9252,0.91164,0.88298,0.90812,0.5472,1.47701,0.55352,1.43534,0.0002873,0.0002873,0.0002873
348,3684.63,0.67741,0.40025,0.93618,0.94206,0.86487,0.90059,0.54393,1.48947,0.55033,1.43844,0.00028235,0.00028235,0.00028235
349,3693.09,0.69138,0.37382,0.92672,0.93053,0.88298,0.90219,0.55454,1.48096,0.54069,1.44998,0.0002774,0.0002774,0.0002774
350,3704.81,0.69643,0.39553,0.94073,0.94426,0.90116,0.91525,0.55213,1.48852,0.55042,1.4258,0.00027245,0.00027245,0.00027245
351,3714.8,0.67178,0.36937,0.93703,0.9331,0.89027,0.90372,0.55339,1.48308,0.55002,1.42308,0.0002675,0.0002675,0.0002675
352,3724.72,0.70058,0.391,0.93004,0.94131,0.90426,0.91336,0.55264,1.48505,0.55077,1.41862,0.00026255,0.00026255,0.00026255
353,3736.22,0.71288,0.40155,0.9744,0.93541,0.89362,0.9079,0.5549,1.49923,0.54465,1.42958,0.0002576,0.0002576,0.0002576
354,3744.88,0.67272,0.39325,0.94,0.94366,0.89095,0.90961,0.56232,1.493,0.53266,1.4244,0.00025265,0.00025265,0.00025265
355,3756.13,0.65722,0.3832,0.92432,0.94369,0.89144,0.90863,0.56771,1.48499,0.53406,1.44007,0.0002477,0.0002477,0.0002477
356,3764.66,0.65558,0.37656,0.91942,0.94043,0.88298,0.90902,0.56498,1.47111,0.52804,1.42842,0.00024275,0.00024275,0.00024275
357,3775.77,0.6684,0.37092,0.93318,0.95472,0.8972,0.91983,0.56997,1.48076,0.53021,1.41831,0.0002378,0.0002378,0.0002378
358,3786.31,0.69154,0.39599,0.94431,0.92389,0.90399,0.91052,0.56714,1.46595,0.52279,1.42396,0.00023285,0.00023285,0.00023285
359,3795.54,0.69258,0.40176,0.94096,0.9334,0.89457,0.91082,0.56652,1.47702,0.52266,1.43146,0.0002279,0.0002279,0.0002279
360,3807.22,0.66204,0.37789,0.9298,0.94361,0.89007,0.9079,0.55954,1.4816,0.53198,1.43304,0.00022295,0.00022295,0.00022295
